Name,Display Name,Type,Class,Is Lot Numbered Item,Inactive,UPC Code,Weight,Item Weight (Kg),Length,Height,Width,Package Quantity,Master Carton Weight (lbs),Master Carton Length (in),Master Carton Width (in),Master Carton Height (in),Master GTIN #,Harmonized Product Code,Manufacturer Country
FG0650-03,"C-Panty, Post Op Medical, Cesarean Recovery (XL/1X)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,Yes,Yes,855520001217,0,,4.6,4.6,3.1,6,3.85,10,10,5,40855520001475,2106.90.9887,CN
FG0650-04,"C-Panty, Post Op Medical, Cesarean Recovery (2X/3X)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,Yes,Yes,855520001316,0,,4.6,4.6,3.1,6,3.85,10,10,5,40855520001475,2106.90.9887,CN
FG0660-01,"MilkFlow Softchews, Fenugreek, Choc Raspberry 28 ct",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,Yes,No,850008560927,.4,0.181437,5,7,2.5,4,1.63,8.25,6.25,5.38,10850008560924,,US
FG0670-01,"MilkFlow Softchews, Fenugreek, Berry, 28 ct",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,Yes,No,850008560934,.4,0.181437,5,7,2.5,4,1.63,8.25,6.25,5.38,10850008560931,,US
FP0001-01,"Milkflow Drink Trial, Berry - Chocolate Flavors",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,.1125,,,,,1,,,,,,,
FP0005-01,Free Trial of (5) Probiotic + Colostrum Stick Pack,Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,,.01125,,,,,1,,,,,,2106.90.9897,
FP0010-01,Promotion: Prenatal 3 Gummies / 1 Soft-Gel Cap Sample-Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements,Yes,Yes,,.01125,,,,,,,,,,,,US
FP0015-01,Promotion: SickLESS (2) Hard Drops Sample-Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,,.01125,,,,,,,,,,,,US
FP0020-01,Promotion: Coconut Oil 5mL Standard Coupon,Assembly/Bill of Materials,Legacy UpSpring : (Old) Skincare_Other,Yes,Yes,,.01125,,,,,,,,,,,1513.19.0000,US
FP0025-01,"Promotion: Probiotics + Colostrum, 20-40 StickPaks, Caddy",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,,0,,,,,1,,,,,,2106.90.9897,US
FP0030-01,"Promotion: D3, Drops Sample, 10mL, 20-25 Bottles, Caddy",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,,0,,,,,,,,,,,2936.29.5020,US
FP0035-01,Promotion: Free Trial (3) Coconut Oil 5mL Standard Coupons,Assembly/Bill of Materials,Legacy UpSpring : (Old) Skincare_Other,Yes,Yes,,.05,,,,,,,,,,,1513.19.0000,US
FP0040-01,Promotion: Stomach Settle (2) Hard Drops,Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,,.02,,,,,1,,,,,,1513.19.0000,US
FP0040-02,Promotion: Stomach Settle (1) Hard Drop,Assembly/Bill of Materials,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,Yes,Yes,,.02,,,,,1,,,,,,1513.19.0000,US
FP0045-01,"Promotion: Milkflow Drink Mix, UpSpring Shaker Bottle, 28 oz",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow,No,Yes,850008560156,.3,,,,,1,,,,,,,
FP0050-01,"FP0050-01 Promotion: Milkflow Baked Cookies Sample, Double C",Kit/Package,Legacy UpSpring : (Old) Milkflow,No,Yes,,1.1,,,,,,,,,,,,
FP0055-01,"Promotion: UpSpring, Facemask, Giveaway Item, Adult Size",Assembly/Bill of Materials,Legacy UpSpring : (Old) Corporate,No,Yes,,.3,,,,,1,,,,,,,
FP0055-02,"Promotion: UpSpring, Facemask, Giveaway Item, Child Size",Assembly/Bill of Materials,Legacy UpSpring : (Old) Corporate,No,Yes,,.3,,,,,1,,,,,,,
FP0060-01,Milkflow Electrolytes Drink Trial: Berry & Chocolate Flavors,Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,,.1125,,,,,1,,,,,,,
FP0065-01,Promotion: Milkflow + Electrolyte Berry Drink Mix Sachet & Insert Card for Amazon Sampling,Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,,0,,,,,1,,,,,,,
FP0070-01,"Promotion: U.Siip, Hydration Drink Mix, Citrus Ginger Flavor & Insert Card for Amazon Sampling",Assembly/Bill of Materials,U Line : Hydration : Sachets,Yes,Yes,,0,,,,,,,,,,,,
FP0070-02,"Promotion: U.Siip, Hydration Drink Mix, Lemon Lime Flavor & Insert Card for Amazon Sampling",Assembly/Bill of Materials,U Line : Hydration : Sachets,Yes,Yes,,0,,,,,,,,,,,,
Freight - Shipping In,,Inventory Item,,No,Yes,,,,,,,,,,,,,,
LU0035-01,"C-PANTY PACKAGING MATERIAL AND LABOR, BAI",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
PC0001-01,"Master Carton, Milkflow DM, 20 1/2 x 10 1/8 x 5 5/8",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
PC0001-02,"Inner Carton, Milkflow DM, 9 3/4 x 4 3/4 x 4 3/4",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
PC0005-01,"Master Carton, 300cc Packer, 12 x 8 1/4 x 6 1/16",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0005-02,"Inner Carton, 300cc Packer, 7 7/8 x 2 5/8 x 5 3/16",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0010-01,"Master Carton, USB-2_0D-Carton, 10 x 9 1/16 x 5 5/8",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0010-02,"Inner Carton, USB-2_0D-Carton, 8 9/16 x 2 3/16 x 4 3/4",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0015-01,"Master Carton, 225cc Packer, 11 1/4 x 7 5/8 x 5 3/8",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0015-02,"Inner Carton, 225cc Packer, 7 1/4 x 2 7/16 x 4 1/2",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0020-01,"Master Carton, USB-1_5D-Carton, 9 1/16 x 8 x 5 5/8",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0020-02,"Inner Carton, USB-1_5D-Carton, 8 9/16 x 1 11/16 x 4 3/4",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0025-01,"Master Carton, 9.375 x 2.9375 x 4.875",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0030-01,"MSA, Master Carton, 9.375 x 4.75 x 3",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,No,,,,,,,,,,,,,,
PC0030-02,"MSA, Master Carton Divider, 11.750 x 2.875",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
PC0035-01,"DM, Master Carton, 16.25 x 4.8125 x 5.125",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
PC0040-01,"Master Carton, 8.75 x 4.5 x 5.75",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0040-02,"Master Insert, 10.5 x 6.25",Inventory Item,,No,Yes,,,,,,,,,,,,,,
PC0045-01,"Master Carton, 11.75 x 8.00 x 4.25, RSC, 32C Flute, KRAFT",Inventory Item,,No,Yes,,,,,,,,,,,,,,US
PC0050-01,"Master Carton, Milkflow Shooter Caddy, 9.00 x 9.00 x 3.625",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
PC0055-01,"Master Carton, Prenatal Gummy Kit, 10 x10 x 6, RSC, 32C",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
PC0060-01,"Master Carton, BP SM, 9.75 x 6.50 x 6.625, RSC, 32C Flute",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,US
PC0060-02,"Master Carton, BP LXL, 14.00 x 9.00 x 9.375, RSC, 32C Flute",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,US
PC0065-01,"Master Carton, Milkflow Drink Mix, 10.00 x 10.00 x 5.00, RSC, 200# Flute, KRAFT, Holds 6 Retail Cartons",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,US
PC0070-01,"Master Carton, MF 100 CAP, 8.00 x 6.00 x 2.00, RSC, 200#",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
PC0075-01,"Master Carton, PN Tablet Kit & MF Trays, 10.00 x 7.00 x 4.00",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
PC0080-01,"Master Carton, MF Caps 60ct/100ct/Fenu Free, Fertility, 9 x 5 x 4, RSC, 200# Flute, KRAFT, Holds 6 Retail Cartons",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,No,,,,,,,,,,,,,,US
PC0085-01,"Master Carton, Probiotics+Colostrum,9x6x4",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
PC0090-01,"Master Carton, MF Cookie DM, 11.00 x 8.00 x 5.00, RSC, 200#",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
PC0095-01,"Master Carton, Stomach Settle 55ct, 15.00 x 75/8 x 57/16 RSC, 200# Flute, KRAFT, Holds 3 Retail Cartons (Costco.com)",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,No,,,,,,,,,,,,,,US
PC0095-02,"Master Carton, MF Cookie Baked, 14x7x7, RSC, 200",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
PC0095-03,"Master Carton, MF Cookie Baked Tray, 9x7x5, RSC, 200#",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
PC0100-01,"Master Carton, Prenatal Soft-Gel Complete, 9x6x3, RSC, 200# Flute, KRAFT, Holds 3 Retail Cartons",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
PC0105-01,"Master Carton, Prenatal Gummy Complete, 10x7x3, RSC, Holds 3 Retail Bottles",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
PC0110-01,"Master Carton, HeNatal Tablets, 8.00 x 5.00 x 3.00, Holds 3 Retail Cartons",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
PC0115-01,"Master Carton, Milkflow Coffee StickPacks, 8 x 5 x 4 RSC, 200# Flute, KRAFT, Holds 6 Retail Cartons",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
PC0120-01,"PDQ Display Shipper, Stomach Settle Lemon Ginger Club, 3 x 4 Tray #595207",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
PC0120-02,"PDQ Display Shipper, Riser #595208",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
PC0120-03,"PDQ Display Shipper, Divider #595209",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
PC0120-04,"PDQ Display Shipper, HSC Cover #594573",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
PC0125-01,"Master Carton, Stomach Settle(6up), CPanty/DTC, 8.00 x 6.00 x 4.00, Lightweight 32 ECT",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0126-01,Master Carton 8 x 6 x 4 1/2 Lightweight 32 ECT,Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0130-01,"Master Carton, Stomach Settle (28ct-3up & 10ct-8up), 8.00 x 6.00 x 2.00, 200# Flue, Kraft",Inventory Item,Legacy UpSpring,No,Yes,,,,,,,,,,,,,,US
PC0135-01,"Master Carton, Dual Prenatal Immunity Capsules 30ct - 7.00 x 4.00 x 3.00 - RSC, 200# Flute, KRAFT, Holds 3 Retail Units (HEB)",Inventory Item,Legacy UpSpring,No,Yes,,,,,,,,,,,,,,US
PC0140-01,"Master Carton, Shrinkx Belly/Bamboo (LXL), 12.00 x 7.00 x 7.00, - RSC, 200# Flute, KRAFT, Holds 3 Retail Units (Target)",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0140-02,"Master Carton, SHX MASTER - Shrinkx Belly Bamboo (All Sizes), 11 3/4 x 10 1/2 x 7.00 RSC, 200# Flute, KRAFT, Holds 5 Retail Units",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0145-01,"Overpack Shipper, Milkflow 100ct Capsules-Bottle Only - 18.00 x 12.00 x 9.00 - Lightweight 32 ECT, Holds 120 Bottles (ANC)",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0150-01,"Overpack Shipper, MF Caps 60ct,/100ct/Fenu Free, Fertility - 20.00 x 14.00 x 12.00  - Lightweight 32 ECT, Holds 12 Master Cartons (72 Retail Units) - Hoisery  in UpSpring WH-Amazon (ANC)",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0155-01,"Master Carton, Milkflow Drink Mix, 10.00 x 10.00 x 4.00, KRAFT, Holds 4 Retail Cartons",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,No,,,,,,,,,,,,,,US
PC0160-01,"Master Carton, C-Panty/PBP Single Unit,  19 x 11 x 8",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PC0170-01,"Master Carton, C-Panty/PBP 2 pk, 22 x 15 x 9",Inventory Item,Legacy UpSpring,No,No,,,,,,,,,,,,,,US
PL0001-01,"Milkflow, 18-Pack, Case Label",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
PL0005-01,"MilkMulti, 21-Pack, Case Label",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
PL0010-01,MSA 5 Pack Case Label,Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
PL0010-02,MSA 8 Pack Case Label,Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
PL0010-03,MSA 20 Pack Case Label,Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RB0001-01,"8 Gauge PVC, 4.75 x 6.75 + 2.25 Flap, 0.75 Deep",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,CN
RB0001-02,"8 Gauge PVC, 4.75 x 6.75 + 2.75 Flap, 1.25 Deep",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,Yes,,,,,,,,,,,,,,
RB0001-03,"8 Gauge PEVA Bag, 4.75 x 6.75 + 1.6 Flap, 0.75, Hang Tab",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,CN
RB0001-04,"8 Gauge PEVA Bag, 4.75 x 6.75 + 2 Flap, 1.25, Hang Tab",Inventory Item,Legacy UpSpring : (Old) C-Panty,No,No,,,,,,,,,,,,,,
RB0005-01,"Morning SickLESS, Hard Drop Pouch, 28 Count, 5"" X 8"" X 2.5",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RB0010-01,"Stomach Settle, Hard Drop Pouch, 28 Count, 5"" X 8"" X 2.5",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RB0010-02,"Stomach Settle, Hard Drop Pouch, 10 Count, 4"" W X 6"" L x 2""",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RB0010-03,"Stomach Settle, Hard Drop Pouch, 55 Count, 6.5"" W X 8.25"" L + 2.5""",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,
RB0015-01,"MF, Cookie Dry-Mix, Pouch, CC, 15 Oz, Metalized, Zipper",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RB0015-02,"MF, Cookie Dry-Mix, Pouch, OR, 15 Oz, Metalized, Zipper",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RB0015-03,"MF, Cookie Dry-Mix, Pouch, CC, 15 Oz, Metalized, No-Zipper",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RB0015-04,"MF, Cookie Dry-Mix, Pouch, OR, 15 Oz, Metalized, No-Zipper",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RB0020-01,"Milkflow Coffee Pod Bag, 12 Count, Size: 4""  x 12"" x 3.5""",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RB0020-02,"Milkflow Coffee Pod Bag, 12 Count, Pouch Size: 4""  x 4"" x 9"", Heat Sealable Flat Bottom Gusset Bags, 1.6 Mil, Clearbags.com",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RC0001-01,"UpSpring, Nipple Balm, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Breastfeeding,No,Yes,,,,,,,,,,,,,,
RC0005-01,"Milkflow, Fenugreek, Berry, 18-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0005-02,"Milkflow, Fenugreek, Chocolate, 18-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0005-03,"Milkflow, Fenugreek, Citrus, 18-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0005-04,"Milkflow, Fenugreek, Berry, TARGET, 18-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0005-05,"Milkflow, Fenugreek, Berry, AMAZON, 24-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,US
RC0007-01,"MamyFlow, Fenugreek, Chocolate, 20-Packet, TTAB Carton, SBS",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,US
RC0010-01,"MilkMulti, Postnatal, 21-Packet, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,No,Yes,,,,,,,,,,,,,,
RC0015-01,"MSA, 5-Pack TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RC0015-02,"MSA, 8-Pack TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,No,,,,,,,,,,,,,,
RC0015-03,"MSA, 20-Pack TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,No,,,,,,,,,,,,,,
RC0015-04,"MSA, 8-Pack, English / French, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RC0015-05,"MSA, 20-Pack, English / French, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RC0015-06,"MSA, 8-Pack, English / German, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RC0015-07,"MSA, 20-Pack, English / German, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,Yes,,,,,,,,,,,,,,
RC0015-08,"MSA, 30-Pack TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Alcohol,No,No,,,,,,,,,,,,,,
RC0020-01,"Shrinkx Belly, Straight-Tuck Box w/Mailer-Lock",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,,,,,,,,,,,,,,
RC0025-01,"Multi-Vitamin + Iron, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RC0030-01,"Milkflow, Capsules, 60 Count, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
RC0030-02,"Milkflow, Capsules, 100 Count, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,No,,,,,,,,,,,,,,
RC0035-01,"UpSpringbaby, D3, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RC0035-02,D3_365 Drops_Retail_Box,Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,
RC0040-01,"Morning SickLESS, Capsules, 10 Count, TTAB Carton, SBS .018",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RC0045-01,"Milkflow MAX, Capsules, 30 Count, TTAB Carton, SBS .018",Inventory Item,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,No,Yes,,,,,,,,,,,,,,US
RC0050-01,"100% Pure Vgn Coconut Oil, 5oz Fill, TTTB, SBS .018",Inventory Item,Legacy UpSpring : (Old) Skincare_Other,No,Yes,,,,,,,,,,,,,,US
RC0055-01,"Probiotic, 30 Sticks, TTTB Carton, SBS .018, 5.50x2.75x2.00",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RC0060-01,"Breast Pillow, S/M, TTTB w/ Hang Tab Carton, SBS .018",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,US
RC0060-02,"Breast Pillow, L/XL, TTTB w/ Hang Tab Carton, SBS .018",Inventory Item,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,,,,,,,,,,,,,US
RC0065-01,"Milkflow, Shooter, 2oz Bottle, Chocolate, POS Caddy, 9-Pak",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RC0070-01,"Prenatal Plus, 90 Gummy + 30 Gel-Cap, TTAB Carton",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RC0075-01,"Bamboo Shrinkx Belly, Straight-Tuck Box w/Mailer-Lock, SBS .024",Inventory Item,Legacy UpSpring : (Old) Shrinkx Belly,No,No,,,,,,,,,,,,,,US
RC0080-01,"Prenatal Plus, 30 Tablet + 30 Gel-Cap, TTAB Carton, SBS",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,US
RC0085-01,"Fertility Plus, 30 Capsules, TTAB Carton, SBS .018, 2.75 x 2",Inventory Item,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,No,Yes,,,,,,,,,,,,,,US
RC0090-01,"Promotional Caddy+Insert,Probiotics+Colostrum,StickPak,TTAB",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RC0095-01,"Promotional Caddy, D3, Drops Sample, 10mL, TTAB",Inventory Item,Legacy UpSpring : (Old) Child Supplements,No,Yes,,,,,,,,,,,,,,US
RC0100-01,Bamboo - HW Panty (S/M) Straight-Tuck Box w/Mailer-Lock,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,,,,4.5,6.6,1.6,,,,,,,,US
RC0100-02,Bamboo - HW Panty (L/XL) Straight-Tuck Box w/Mailer-Lock,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,,,,4.5,6.6,1.6,,,,,,,,US
RC0105-01,Bamboo - Boyshort (S/M) Straight-Tuck Box w/Mailer-Lock,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,,,,4.5,6.6,1.6,,,,,,,,US
RC0105-02,Bamboo - Boyshort (L/XL) Straight-Tuck Box w/Mailer-Lock,Inventory Item,Legacy UpSpring : (Old) Charcoal Fusion,No,Yes,,,,4.5,6.6,1.6,,,,,,,,US
RC0110-01,Bump Tube (S/M) Straight-Tuck Box w/Mailer-Lock,Inventory Item,Legacy UpSpring : (Old) Skincare_Other,No,Yes,,,,4.5,6.6,1.6,,,,,,,,US
RC0110-02,Bump Tube (L/XL) Straight-Tuck Box w/Mailer-Lock,Inventory Item,Legacy UpSpring : (Old) Skincare_Other,No,Yes,,,,4.5,6.6,1.6,,,,,,,,US
RC0115-01,"Milkflow, Baked Cookie, DC, 10-Serving, TTAB Carton, SBS",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
RC0115-02,"Milkflow, Baked Cookie, OR, 10-Serving, TTAB Carton, SBS",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
RC0115-03,"MilkFlow, Baked Cookie, Oatmeal Salted Caramel, 10-Serving,",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
RC0120-02,"Milkflow, Baked Cookie, OR, 10-Serving, Carton, VERTICAL",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RC0125-01,"MilkFlow, Baked Cookie, Double Chocolate, 8-Serving Tray",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RC0125-02,"MilkFlow, Baked Cookie, Oatmeal Raisin, 8-Serving Tray",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,US
RC0130-01,"Milkflow Coffee Pods, 12-Serving, TTAB Carton, Auto Bottom",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
RC0135-01,"HeNatal Tablets, 90 Count, TTAB Carton, Auto Bottom, SBS .018, 2.75 X 2.344 X 4.594",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,
RC0140-01,"Prenatal Complete, Soft-Gel, 90 Ct, TTAB Carton, SBS .016, 2.875 X 2.875 X 5.375",Inventory Item,Legacy UpSpring : (Old) Adult Supplements,No,Yes,,,,,,,,,,,,,,
RC0145-01,"Milkflow Coffee StickPacks, 14-Serving, TTAB Carton, Auto Bottom Tuck Top, SBS .018",Inventory Item,Legacy UpSpring : (Old) Milkflow,No,Yes,,,,,,,,,,,,,,
